datetime,text
2020-10-05 15:30:02,Der diesjährige Medizin-Nobelpreis geht an die Entdecker des Hepatitis-C-Virus
2020-10-05 15:40:01,"Biathlon: Kein Weltcup in Ruhpolding,  Doppelwoche in Oberhof"
2020-10-05 18:45:01,"""Spiegel"": Angreifer vor Synagoge bei Bundeswehr ausgebildet"
2020-10-05 04:30:02,Vogelsammlung Naumann schließt wegen Sanierungsarbeiten
2020-10-05 17:30:02,Libyen-Konflikt: Maas ist optimistisch
2020-10-05 11:50:02,25 Jahre Hilfe für Bedürftige - Darum müssen wir zur Tafel
2020-10-05 13:40:02,Polizei und Gesundheitsamt sind eingeschaltet - Horror nach Wimpernbehandlung in Brasilien – Frau erblindet durch Klebstoff
2020-10-05 14:10:02,Grenke: Wirtschaftsprüfer bestätigen Bankguthaben
2020-10-05 13:45:02,"Nationalmannschaft: DFB-Stars als Kandidaten bei Jauchs ""Wer wird Millionär?"""
2020-10-05 12:05:02,Bundesliga: Suspendierter Mainzer Szalai darf wieder mittrainieren
2020-10-05 14:10:02,Mann aus NRW stirbt nach Angriff in Dresdner Innenstadt
2020-10-05 05:15:01,Wochenausblick: Regen und Wolken erwartet
2020-10-05 13:50:01,Würzburger Basketballer verpflichten Amerikaner Ogden
2020-10-05 10:10:01,Palmer schreibt Grundstücksbesitzer wegen Mini-Häusern an
2020-10-05 17:10:01,Corona-Zahlen in Berlin steigen weiter: Schwerpunkt Neukölln
2020-10-05 15:50:02,Diese Frau ist kein Opfer
2020-10-05 11:25:02,Tipps für besseren Teamgeist: Was Führungskräfte im Corona-Alltag für ihr Team tun können
2020-10-05 18:40:01,Verletzungsbedingte Ausfälle: Schalke auf unbestimmte Zeit ohne Serdar und Fährmann
2020-10-05 09:15:07,„Lebensfremde Spinnereien“ - Ziemiak rügt Grünen-Vorstoß gegen neue Autobahnen
2020-10-05 10:40:01,Löw startet in Turnierwoche: Warten auf letzte Transfers
2020-10-05 13:00:03,"Zverev raus, Siegemund weiter: Gemischte Gefühle in Paris"
2020-10-05 11:20:02,Nagelbombe im Zug nach Köln - Ermittlungen wegen Vortäuschens einer Straftat
2020-10-05 11:10:01,Wehen Wiesbaden leiht Mainzer Ahmet Gürleyen aus
2020-10-05 00:30:01,Neuer Direktor der Gedenkstättenstiftung stellt sich vor
2020-10-05 17:10:01,Corona-Krise: Musik statt Worte
2020-10-05 18:35:02,1. FC Nürnberg gegen SV Darmstadt 98 live - Aktueller Spielstand 1:0
2020-10-05 09:50:02,Er soll einen Anschlag vorbereitet haben - Gefährder in NRW gerade mal 14 Jahre alt
2020-10-05 17:05:02,Hertha BSC holt Alderete und Guendouzi
2020-10-05 13:55:02,Corona-News: 16 Fälle nach großer Hochzeitsfeier im Südwesten
2020-10-05 13:00:02,Medizin-Nobelpreis für die Entdeckung des Hepatitis-C-Virus
2020-10-05 15:35:02,Noch keine EU-weite Tracing-App: Coronakrise erreicht EU-Spitze
2020-10-05 11:55:02,Kreuzschifffahrt in Corona-Zeiten: Halbe Kraft voraus
2020-10-05 09:50:01,Schulterverletzung: Rhein-Neckar Löwen monatelang ohne Torhüter Appelgren
2020-10-05 09:30:03,Deutschland gibt seine Souveränität am Router ab
2020-10-05 10:00:01,Ungewollter Wechsel: Zählernummer nicht am Telefon preisgeben
2020-10-05 06:35:02,Artensterben in Australien: Verbrannte Pfoten
2020-10-05 14:10:02,Deutschland darf den Anschluss bei Innovationen nicht verpassen
2020-10-05 02:45:04,Campino spricht über Hochzeit in New York
2020-10-05 14:10:03,Jeder Zehnte weltweit könnte sich laut WHO infiziert haben
2020-10-05 20:05:02,Lust auf ein Sex-Abenteuer? - So finden Dauersingles einen Sexpartner
2020-10-05 15:40:02,Neues Talkformat mit Hannes Ringlstetter: Zu Gast beim Kauz
2020-10-05 12:45:01,Maxvorstadt: Über den Tod hinaus berühren
2020-10-05 14:05:02,Falsche Förderung für Firmenwagen: Europa fördert Stinkerflotte
2020-10-05 17:15:03,Pfizer-Forschungschefin: „Die Politik sollte sich raushalten“
2020-10-05 08:55:02,Nager steckt in Kanaldeckel - Ratte in der Gully-Klemme
2020-10-05 10:10:03,&quot;Der Tod ist mir sehr nah&quot;
2020-10-05 03:45:01,Andenken eines Chefredakteurs: Ravioli mit Vergangenheit
2020-10-05 14:05:02,In Synagogen und Moscheen - Rechtsextremer Gefährder (14) soll zu Mord aufgerufen haben
2020-10-05 14:40:02,Aktuelle Fallzahlen des RKI: Mehr als 300.000 Corona-Fälle in Deutschland seit Frühjahr
2020-10-05 10:20:02,26-Jähriger nahe Synagoge attackiert – Ermittler sehen versuchten Mord
2020-10-05 16:00:02,Gaststätte wird wiederholt zum illegalen Spielcasino
2020-10-05 10:00:02,Attacke auf Polizisten - 21 Opernplatz-Randalierer ermittelt
2020-10-05 12:40:01,Bierhoff hält an EM-Plänen fest: Teamcamp in Herzogenaurach
2020-10-05 06:55:02,„Sie könnten sterben. Für politisches Theater“
2020-10-05 18:15:03,Vier nach Unwettern in Norditalien vermisste Deutsche gefunden
2020-10-05 19:55:02,Atelier in Aßling: Landschaftsbilder von Anny Schmidtke
2020-10-05 10:10:01,Nobelpreis für Medizin: So verlief die Bekanntgabe des Medizinnobelpreises
2020-10-05 08:00:02,NBA-Finale: Butler verweigert die Kapitulation
2020-10-05 16:50:01,"Entwicklung ""sehr ernst"": Ab Dienstag gilt im Bundestag Maskenpflicht"
2020-10-05 08:55:01,"Tipper aus Baden gewinnt fast 1, 3 Millionen Euro im Lotto"
2020-10-05 13:00:01,US-Schauspieler: Thomas Jefferson Byrd tot aufgefunden
2020-10-05 19:45:02,Nico Schwanz und seine Julia - Unser Corona-Baby war ein Unfall
2020-10-05 09:05:02,Tödlicher Unfall in Moers (NRW) - Herrchen und Hund beim Gassigehen überfahren
2020-10-05 03:30:01,Historiker: Über Verbot der Reichskriegsflagge nachdenken
2020-10-05 08:55:02,"Beauty-Doc Murat Dagdelen - „Ich finde, ich habe meinen Maserati verdient“"
2020-10-05 18:55:01,Hepatitis C: Den Leberkiller überführt
2020-10-05 08:40:01,Corona-Krise: Noch immer jeder dritte Metallarbeiter in Kurzarbeit
2020-10-05 10:15:02,Corona-Fälle: Diese Kitas in München sind geschlossen
2020-10-05 18:35:01,Modebranche: Kering stößt Puma-Aktien ab
2020-10-05 12:10:02,Eingezogenes Handy überführt jugendlichen Einbrecher
2020-10-05 03:05:02,Bilanz nach Libyen-Gipfel - wie steht das Land heute da?
2020-10-05 06:50:01,Wetter-Kolumne:  Regenfront zieht über Deutschland
2020-10-05 16:20:03,&#034;Blödheit der Menschen&#034; - Betrunkener Handwerker steckt Hand in Tigergehege und wird gebissen
2020-10-05 16:35:01,"Wildunfälle, Herbststürme - Wer muss im Herbst den Gehweg fegen?"
2020-10-05 07:00:01,Jessica Paszka und Johannes Haller - Mit Pärchenfotos machen sie ihre Liebe offiziell
2020-10-05 07:50:01,"20 Jahre Gilmore Girls: Die ""Gilmore Girls"" feuern auf den Rest der Welt"
2020-10-05 16:40:03,Twitter mit Hashtag #ProudBoys geflutet
2020-10-05 23:00:04,Deutscher Frauenrat fordert rasche Regelung für Geschlechterparität im Bundestag
2020-10-05 00:45:02,Nach geplatzten Leeds-Deal - Cuisance offenbar vor Wechsel zu Marseille
2020-10-05 15:45:03,"Biden in Umfragen deutlich vorne - Während Trump im Krankenhaus liegt, ändert Biden plötzlich seine Strategie"
2020-10-05 08:15:01,Vorwurf: Geheimniskrämerei - Trump soll 1. positiven Corona-Test verheimlicht haben
2020-10-05 12:10:03,Live - Ergebnisse des Corona-Kabinetts
2020-10-05 20:35:01,Corona-Pandemie: WHO: Jeder Zehnte infiziert
2020-10-05 11:50:01,Angriff mit Spaten: Ermittler sehen Angriff vor Synagoge als versuchten Mord
2020-10-05 05:35:01,Frankfurt: Eintracht stürzt Hoffenheim
2020-10-05 13:30:02,Fast 590 000 Euro bei Dreifach-Bingo für Spieler aus MV
2020-10-05 03:55:01,Mehr Gutachten zu vermuteten Behandlungsfehlern in Hessen
2020-10-05 06:25:02,Eurogoals: Debakel für Klopp – Absurdes Schauspiel in Turin
2020-10-05 13:50:01,Deutsche Bahn: Erneuerung der Sylt-Strecke gut im Plan
2020-10-05 05:50:03,Anti-Corona-Menschenkette nicht lang genug
2020-10-05 06:55:01,Weiter Rätselraten um herrenlose Tasche am Hauptbahnhof
2020-10-05 12:10:02,Weiter Suche nach vermisstem Segler auf Schweriner Außensee
2020-10-05 16:25:02,Zuversicht verflogen: Nationalelf droht Geisterspiel in Köln gegen die Türkei
2020-10-05 12:40:05,Über 2000 Migranten aus Honduras müssen Marsch Richtung USA abbrechen
2020-10-05 10:25:02,"""Talk am Dienstag"": Kabarettist Ringlstetter startet ARD-Talkshow"
2020-10-05 17:30:02,Mit dem milliardenschweren Bahn-Ausbau wird das Geld für die Autobahnen knapp
2020-10-05 15:45:03,„Wir würden Angela Merkel in Deutschland nicht so behandeln“
2020-10-05 08:55:03,"Oberbürgermeister schlägt Alarm - Asyl-Zoff in Suhl: &#034;Eltern haben Angst, Kinder alleine durch die Stadt laufen zu lassen&#034;"
2020-10-05 16:40:03,Trump-Sprecherin ebenfalls mit Corona infiziert
2020-10-05 08:55:02,Transfer-Ticker - Liverpool-Star vor Werder-Wechsel
2020-10-05 07:05:02,Die Wochenvorschau für Berlin: Das wird ein heißer Tanz
2020-10-05 08:40:02,"So versucht Klopp, die historische Pleite zu erklären"
2020-10-05 03:45:01,"Lastenrad Chike E-Kids im Test: ""Papa, noch mehr Kurven!"""
2020-10-05 11:20:02,"Donald Trump: ""Die Desinformation ist das zweite Virus, das im Weißen Haus kursiert"""
2020-10-05 16:00:02,"Kritiker zeichnen Folkwang als ""Museum des Jahres"" aus"
2020-10-05 10:15:02,Rückkehr nach Hoffenheim - Auf so viel Kohle verzichtet Rudy
2020-10-05 19:10:01,VfB Lübeck leiht Stürmer Steinwender aus
2020-10-05 12:10:02,Kreis Esslingen schränkt Feiern ein
2020-10-05 14:00:02,Holstein Kiel verpflichtet Stürmer Mees von Union Berlin
2020-10-05 09:50:01,Tote-Hosen-Sänger Campino hat in New York geheiratet
2020-10-05 06:35:01,Nach Wirecard-Skandal: Deutsche Börse will Dax auf 40 Konzerne vergrößern
2020-10-05 19:25:01,Kaiserslautern bei Saibenes Debüt mit Remis in Wiesbaden
2020-10-05 18:25:01,Libyen : Heiko Maas hofft auf schnelle Einsetzung einer Übergangsregierung
2020-10-05 16:10:03,"Ist Häme erlaubt? - Spott via Social Media: &#034;Wer Trump wegen Corona verhöhnt, dem fehlt das nötige Niveau“"
2020-10-05 10:40:01,Transferblog: Kehrt Douglas Costa nach München zurück?
2020-10-05 18:10:03,Studierendenaustausch mit Afrika: Auslandsstudium ohne Ausland?
2020-10-05 16:15:02,Gesetzentwurf für Recht auf Homeoffice: Leere Bürotürme
2020-10-05 17:45:02,Frankfurt: Junge Männer nach Schüssen festgenommen
2020-10-05 17:40:02,Unbrauchbar - Maskierter demoliert Blitzer mit Baseball-Schläger
2020-10-05 05:50:02,Nach Feuer in Mehrfamilienhaus: Verdacht der Brandstiftung
2020-10-05 18:20:04,1. FC Nürnberg gegen SV Darmstadt 98 live - Aktueller Spielstand 0:0
2020-10-05 10:55:02,Werkstatt Demokratie: Was bedeutet gutes Regieren?
2020-10-05 12:40:01,Zeuge verhindert Brandstiftung mit Wasser für seinen Hund
2020-10-05 13:50:02,Freche Schafe kommen zu nahe: Henne verteidigt resolut ihre Küken
2020-10-05 15:00:01,BVB-Star - Nach Party-Bildern: Sancho nicht zur Nationalmannschaft
2020-10-05 11:05:03,"Arbeiterkind mit Arbeiterkinder-Budget: Lernen, sich einen Raum zu nehmen"
2020-10-05 16:25:01,Lindauer Autobahn: Lkw überschlägt sich auf A96 - zehn Kilometer Stau im Berufsverkehr
2020-10-05 07:00:02,"Anna, 33, führt eine offene Ehe"
2020-10-05 03:55:01,Wagen kommt von Straße ab: Zwei Schwerverletzte
2020-10-05 05:50:02,Autofahrer umfährt Bahnschranke und wird von Zug erfasst
2020-10-05 16:15:01,Kayleigh McEnany: Sprecherin des Weißen Hauses mit Corona infiziert
2020-10-05 10:45:01,Berliner Clan-Boss - Arafat Abou-Chaker kommt ohne Maske ins Gericht
2020-10-05 16:35:01,Unsicherheit herrscht: Was gilt für Reisen aus Risikogebieten in den Herbstferien?
2020-10-05 00:05:03,Modeschöpfer Kenzo an Covid-19 gestorben
2020-10-05 08:30:01,Aktien Frankfurt Eröffnung: Gewinne dank Anzeichen einer Erholung Trumps
2020-10-05 19:25:02,Nordrhein-Westfalen - Schrecklicher Unfall in Moers: Mann und Hund beim Gassigehen totgefahren
2020-10-05 11:25:02,"Jüdische Gemeinde Hamburg: Angriff war ""ein Terroranschlag"""
2020-10-05 15:10:02,Gasstreit im Mittelmeer: Signale der Entspannung aus Ankara
2020-10-05 14:05:02,SPD: Landesregierung simuliert schuldenfreien Haushalt
2020-10-05 14:50:01,Sagosen fällt mit Muskelfaserriss drei Wochen aus
2020-10-05 08:45:02,Bericht: Bahn will 2021 extralangen ICE aufs Gleis setzen
2020-10-05 18:25:01,Nürnberg verleiht Stürmer Schleimer nach Saarbrücken
2020-10-05 09:50:02,„Die Wutausbrüche der Spieler haben einen wahren Kern“
2020-10-05 11:40:07,Machtwort vom Präsidenten - Szalai zurück bei den Mainz-Profis!
2020-10-05 13:25:03,Handel mit EU kaum zu ersetzen - &#034;Das ist eine Illusion&#034;: Top-Ökonom macht Briten wenig Hoffnung bei hartem Brexit
2020-10-05 08:15:01,Finanzministerin schlägt Rekordschulden für Brandenburg vor
2020-10-05 19:35:02,"Antrag im Landtag - FDP will, dass mehr Frauen an Universitäten lehren"
2020-10-05 14:20:02,Drosten und die PCR-Tests: Was ist an den Vorwürfen dran?
2020-10-05 15:05:03,Nach der Pandemie wird Trend noch stärker - Osten feiert mitten in Krise einen Job-Boom: Welche Berufe besonders gefragt sind
2020-10-05 06:00:03,„Trump will schnell zurück in die Wahlkampf-Manege“
2020-10-05 09:45:02,Nobelpreis für Medizin geht an Hepatitis-C-Entdecker
2020-10-05 08:50:03,Mehrere Tote nach heftigen Unwettern
2020-10-05 18:40:02,Corona im Weißen Haus: Weitere Fälle in Trumps Umfeld
2020-10-05 06:00:01,Über 250 000 Euro Schaden bei Wohnhausbrand in Südhessen
2020-10-05 15:00:01,Transfermarkt: Hannover 96 holt Frankfurter Abwehrspieler Falette
2020-10-05 06:35:02,„The Voice Kids“-Star - Grace (16) plant ihre eigene Beerdigung
2020-10-05 07:55:03,Corona-Tests an Schulen: „Es ist eine Wundertüte“
2020-10-05 17:25:01,Volkswagen Elektroauto: Lange Leitung
2020-10-05 17:20:03,Spahn will Eigenanteil für stationäre Pflege auf 700 Euro begrenzen
2020-10-05 14:30:01,Fahrgeschäft-Schild liegt auf A1: Acht Autos beschädigt
2020-10-05 10:45:05,Advent in Corona-Zeiten - In welchen deutschen Städten Weihnachtsmärkte stattfinden - und wo nicht
2020-10-05 10:50:08,&quot;Querdenken&quot;-Demo in Leipzig geplant - und an Silvester in Berlin
2020-10-05 12:25:02,Zoff um Rodungen für die A49 - Autobahn-Demonstranten kosten mich täglich 8000 Euro
2020-10-05 12:20:01,Sachsen zahlt wegen Geheimdienst-Information Schadensersatz
2020-10-05 03:10:01,Damit es nicht gluckert: Heizung vor dem Winter entlüften
2020-10-05 20:30:03,„Quartett“-Oper in Berlin: Wenig Lohn für viel Mühe
2020-10-05 12:25:02,Nationalelf-Treffen in Köln - Jogi kam mit ICE 202 an
2020-10-05 15:00:01,Hannover 96 holt Frankfurter Abwehrspieler Falette
2020-10-05 04:45:02,Maskenpflicht an weiterführenden Schulen in Offenbach gilt wieder
2020-10-05 13:50:01,Schlotterbeck fehlt Union Berlin in den kommenden Wochen
2020-10-05 11:35:02,"„Wird mit Maske angeguckt, als wäre man vom Mond“ – Spahn kritisiert Berliner"
2020-10-05 16:45:02,Flüchtlinge aus Berg-Karabach - „Es werden ganze Straßenzüge bombardiert“
2020-10-05 11:40:07,Unfall in Hannover - Lkw hängt unter Brücke fest
2020-10-05 06:55:01,"""Schweinestau"" verursacht Krise in Schlachthöfen"
2020-10-05 07:45:02,NRW-Einwohnerzahl praktisch konstant: Weiter mehr Zuzüge
2020-10-05 14:50:01,Prozess um Schüsse auf Parkdeck: Tötungsabsicht bestritten
2020-10-05 11:55:02,Erstmals in der Corona-Krise mehr Auto-Neuzulassungen
2020-10-05 03:35:02,Kritik an Spahns Plänen: SPD fordert Nachbesserungen für Pflegereform
2020-10-05 13:10:05,Zwei Ukraine-Profis positiv getestet - Corona-Alarm bei Jogi-Gegner
2020-10-05 11:40:01,Kinder und Jugendliche sollen 16-Jährigen verprügelt haben
2020-10-05 21:25:02,French Open: Siegemunds Premiere und Altmaiers Achtelfinal-Aus
2020-10-05 16:45:02,Schäuble ordnet Maskenpflicht im Bundestag an
2020-10-05 08:00:03,Hertha-Einigung mit Götze in Sicht - Kluivert in Leipzig
2020-10-05 10:25:03,Pressekonferenz im Livestream: DFB-Team vor Türkei-Spiel
2020-10-05 12:10:02,Corona-Neuinfektionen: Mediziner mahnt zur Vorsicht
2020-10-05 22:15:01,Mr. Ravensburger - Promi-Geburtstag vom 6. Oktober 2020: Otto Julius Maier
2020-10-05 12:35:02,"Nobelpreis für Medizin: Drei Forscher, die Blutspenden sicherer machten"
2020-10-05 19:55:02,Ebersberg: Zahl der Corona-Toten steigt auf sechs
2020-10-05 11:40:01,"15, 9 Millionen Euro für Schutz vor Tierseuchen"
2020-10-05 15:45:02,"140 Jahre Bergwerksdirektion - Wissen Sie eigentlich, wo Sie shoppen?"
2020-10-05 08:45:01,"Inklusion: ""In so einem Unternehmen würde ich schlicht nicht arbeiten"""
2020-10-05 18:50:02,Besuch in Berlin - Belarus: Oppositionsführerin fordert internationale Hilfe
2020-10-05 06:20:02,"Ifo: Metallindustrie, Maschinenbau und Gastgewerbe Spitzenreiter bei der Kurzarbeit"
2020-10-05 05:50:02,„Sommerhaus der Stars“ - Andreas Robens stellt seiner Caro ein Ultimatum
2020-10-05 13:15:02,Bettina Jarasch soll Spitzenkandidatin der Berliner Grünen werden
2020-10-05 05:55:01,TRANSFER PERFEKT! - Hertha holt einen Arsenal-Star
2020-10-05 10:40:02,Erstsmal seit Corona - Rummelplatz-Comeback in Frankfurt
2020-10-05 15:00:01,Vogtland lockert Corona-Auflagen: 129 Neu-Fälle in Sachsen
2020-10-05 14:30:01,Polizeischüler-Ermittlungen: Datenträger sichergestellt
2020-10-05 07:15:01,Gutachten: Atomtransporte womöglich rechtswidrig
2020-10-05 07:45:03,Royals im News-Ticker - Prinz Harry ist &#034;geschädigt und selbstsüchtig&#034; - uncharmante Worte von der Ex
2020-10-05 11:00:02,Sichere Bluttransfusionen - Nobelpreis für Entdeckung von Hepatitis C
2020-10-05 14:00:02,2 Schwerverletzte bei Unfall von Hamburgern unweit von Zehna
2020-10-05 07:00:01,Reul: Einzelne Studien anstatt übergreifende Untersuchung
2020-10-05 13:40:02,"Ausgelöst durch Familienfeiern - Hamm, Remscheid, Alsdorf: Diese NRW-Hotspots treiben Corona-Zahlen wieder nach oben"
2020-10-05 11:00:02,Umfrage - Social Media: Mädchen fordern Hilfe gegen Online-Belästigung
2020-10-05 06:25:03,In Paris «maximale Alarmstufe» im Kampf gegen Corona
2020-10-05 16:55:02,Projekt für psychische Gesundheit: Thematisieren statt tabuisieren
2020-10-05 08:40:02,MÜLLER-KLARTEXT NACH ZITTER-SIEG - „Der Kopf ist das Problem“
2020-10-05 15:20:01,"""Mobile Arbeit Gesetz"": Koalition streitet über geplanten Homeoffice-Rechtsanspruch"
2020-10-05 19:55:02,Christophoruskirche in Zorneding: Hölderlin-Abend im Literarischen Herbst
2020-10-05 07:50:01,Blutverschmiertes Messer sichergestellt - Mann (55) stirbt nach Attacke in Dresden
2020-10-05 09:10:01,Protest gegen Rodungen: Extinction Rebellion blockiert Eingänge an Ministerium
2020-10-05 10:10:01,Tote-Hosen-Sänger: Campino hat in New York geheiratet
2020-10-05 15:00:03,Probleme in der Fleischindustrie: Reform unschuldig an „Schweinestau“
2020-10-05 16:00:04,"Simone Gbagbo: ""Kandidatur Ouattaras ist unzulässig"""
2020-10-05 15:50:02,Liveblog: ++ Trump-Sprecherin mit Coronavirus infiziert  ++
2020-10-05 06:30:03,French Open: Laura Siegemund und die mysteriösen Schmerzen
2020-10-05 12:50:03,Vermeintlicher Sprengsatz lässt Ermittler rätseln
2020-10-05 14:30:01,Nach Organspendeskandal: Arzt darf auf Millionen-Entschädigung hoffen
2020-10-05 05:25:02,Schwerer Unfall im Regen - Vier Verletzte bei Frontalcrash
2020-10-05 03:55:01,Bericht: K+S könnte US-Tochter für Milliardensumme loswerden
2020-10-05 06:55:01,Nonnemacher: Corona-Entwicklung ist besorgniserregend
2020-10-05 05:45:01,Kiezgröße Kalle Schwensen - Vom Verlies ins Fernsehen
2020-10-05 16:25:01,Pflegereform: An entscheidender Stelle kleinlaut
2020-10-05 03:30:01,Überraschungsteam Augsburg: Transfers sind nicht mehr nötig
2020-10-05 16:20:02,Deutsche Börse - Dax schließt deutlich höher
2020-10-05 11:55:01,Kinobetreiber befürchten beispielloses Kinosterben
2020-10-05 15:00:01,Wasserwerk Laage erhält neuen Reinwasserbehälter
2020-10-05 19:25:02,Transfer-Finale verzockt - Kolasinac & Rashica nicht zu Bayer
2020-10-05 11:50:01,Spitzenkandidatin der Grünen: Pop und Kapek verzichten
2020-10-05 12:30:02,Medizinnobelpreis für drei Virologen: Die Entdeckung von Hepatitis-C
2020-10-05 05:05:01,Corona im Gefängnis: Handys wieder Schmuggelware
2020-10-05 19:45:03,Nordrhein-Westfalen - 16-Jähriger aus Iserlohn vermisst: Wer hat Fabio gesehen?
2020-10-05 16:25:01,Wegen Corona-Pandemie: Darßer Naturfilmfestival online
2020-10-05 18:55:01,Schalke auf unbestimmte Zeit ohne Serdar und Fährmann
2020-10-05 17:10:03,Bundesregierung will Offensive für psychische Gesundheit starten
2020-10-05 09:05:02,Leihe mit Kaufoption - Ampomah flieht von Fortuna
2020-10-05 12:15:03,"Niederlande sind uns Jahre voraus			 - Siri im Auto, aber Kreide in der Schule: Deutsche fremdeln mit digitaler Bildung"
2020-10-05 05:30:03,"10 Fragen zum Schlaf, die Ärzte beantworten können - du auch?"
2020-10-05 05:40:02,"Checkliste, Tipps und Fallen - Darauf müssen Sie bei gebrauchten E-Bikes achten"
2020-10-05 14:10:02,SC Freiburg löst Vertrag von Marco Terrazzino auf
2020-10-05 09:25:02,Tödlicher Crash - Biker prallt gegen Baum und stirbt
2020-10-05 09:40:01,Alternative zum Spender-Organ - Berliner Forscher wollen Kunstherzen besser machen
2020-10-05 09:30:02,Verstoß gegen Corona-Regeln - BVB-Star Sancho macht schon wieder Party
2020-10-05 17:10:03,1. FC Nürnberg gegen SV Darmstadt 98 live - Vorbericht
2020-10-05 23:05:01,Nach Corona-Behandlung - Donald Trump kehrt ins Weiße Haus zurück
2020-10-05 03:30:01,Corona weltweit: Mehr als eine halbe Million Infektionen in Großbritannien
2020-10-05 05:15:04,Trump verlässt für Kurzauftritt vor Anhängern vorübergehend Krankenhaus
2020-10-05 17:50:02,Leihe mit Kaufoption: Leverkusens Retsos geht nach Saint-Etienne
2020-10-05 16:45:02,Vor Spiel bei Wehen - Zwei neue Stürmer für Lautern!
2020-10-05 09:35:03,+++ French Open live +++ - Führung wieder weg! Siegemund kassiert gegen Badosa Gibert direktes Re-Break
2020-10-05 20:45:02,„Wurden empfangen wie Könige“: Israels Fußball-Gesandter in Dubai
2020-10-05 04:30:03,Eurogruppe: Schwieriges Kurshalten in der Corona-Krise
2020-10-05 04:05:01,Wohnung regelmäßig überprüfen: Mieter müssen bei Abwesenheit weiter Miete zahlen
2020-10-05 14:15:02,Grüne fordern Zusatz-Schulbusse bis zum Ende der Pandemie
2020-10-05 08:55:03,Alle News im Ticker - FIFA 21: So zocken Fans das Game schon vor dem Release
2020-10-05 05:45:01,Moderator investiert in 100-Mio.-Resort - Kerners Dünen- Paradies auf Sylt
2020-10-05 11:00:02,"Lewandowski-Gala: Nervenkitzel bei Last-Minute-Bayern - Flick ""super happy"""
2020-10-05 14:15:02,Im Sommerlager des Zirkus Sarrasani - Betrunkener Handwerker von Tiger gebissen
2020-10-05 12:40:03,Corona in Paris: Frankreich greift durch - und verwirrt
2020-10-05 09:45:02,Bezirksbürgermeister vergleicht Zustände mit Prohibition
2020-10-05 20:25:02,Wurde ein Zeuge im Prozess um Kardinal Pell bestochen?
2020-10-05 19:25:02,Mohamed G.: „Unfall war unvermeidbar“ - Totraser verhöhnt Opfer vor Gericht
2020-10-05 02:30:05,Meret Becker verabschiedet sich von sicherer Geldquelle
2020-10-05 14:35:02,Buch-Tantiemen von Edward Snowden: Geheimdienste treten nach
2020-10-05 05:20:01,Bericht: Zahl der Flüchtlinge seit 2011 zurückgegangen
2020-10-05 13:50:01,Postauto macht sich selbstständig und fährt gegen Baum
2020-10-05 15:45:02,Frau und Kind versuchen Geld von Seniorin zu erbeuten
2020-10-05 04:50:01,Verband: Wartezeiten auf Psychotherapie sind zu lang
2020-10-05 15:00:01,Kutschaty fordert mobile Testzentren an NRW-Schulen
2020-10-05 15:20:02,Wenn der „Mommy Effect“ die Karriere beendet
2020-10-05 19:25:03,Zwei Tote und viele Vermisste bei Überschwemmungen in Frankreich und Italien
2020-10-05 17:25:01,In letzter Sekunde: Rashica-Wechsel von Werder zu Leverkusen geplatzt
2020-10-05 15:00:02,"NRW, Ba-Wü, Bayern betroffen - Wieder Warnstreiks im ÖPNV!"
2020-10-05 05:20:01,Pflegereform: SPD fordert Berücksichtigung des Einkommens bei den Pflegekosten
2020-10-05 04:40:03,TV-Kolumne „Anne Will“ - Der erste Satz in Anne Wills Trump-Talk bleibt auch gleich der entscheidende
2020-10-05 12:15:04,Generalinspekteur will robustere Technik für die Bundeswehr
2020-10-05 06:25:01,Brandanschläge in Marbach: Motiv weiterhin unklar
2020-10-05 10:15:03,Attacke auf jüdischen Studenten - Ermittler sehen Angriff vor Synagoge in Hamburg als versuchten Mord
2020-10-05 10:05:01,Brandanschlag auf Kabel der S-Bahn: Staatsschutz ermittelt
2020-10-05 20:10:02,Vor WM-Kampf in Magdeburg - Bösel beim Corona-Test
2020-10-05 12:20:03,„Eltern müssen diesen Erledigungsreflex abstellen!“
2020-10-05 14:40:02,Verfassungsschutz stuft AfD-Politiker als rechtsextrem ein
2020-10-05 15:40:02,Spahn macht es sich zu einfach
2020-10-05 10:25:02,Izzy (13) wird Netflix-Star - Das große Koala-Kuscheln!
2020-10-05 13:15:01,Neues ICE-Werk in Nürnberg soll bis 2028 fertig sein
2020-10-05 11:30:02,VON 13-JÄHRIGER - 12-Jährige mit Messer bedroht und ausgeraubt
2020-10-05 21:05:02,Keine Neuen für SV Kirchenmaus - Werder zu arm für Grujic
2020-10-05 07:40:01,Corona-Krise: Noch immer jeder Dritte Metallarbeiter in Kurzarbeit
2020-10-05 15:10:02,Karte: Corona-Infektionen in den bayerischen Landkreisen
2020-10-05 12:40:01,Abgestellter Zug in Köln: Vermeintlicher Sprengsatz lässt Ermittler rätseln
2020-10-05 14:50:02,Ungarisches Paar verhaftet - Crystal im Wert von 1 Mio. in Dresden sichergestellt
2020-10-05 10:05:01,Wegen Dynamo und Corona - Kreuzchor-Adventskonzert diesmal in der „Jungen Garde“
2020-10-05 08:45:01,Rüstung: Entscheidung zu Kampfdrohnen für die Bundeswehr rückt näher
2020-10-05 14:35:03,Mitarbeiter von Sebastian Kurz positiv auf Corona getestet
2020-10-05 10:45:02,Keine Ausnahme für Grünen-Chef Robert Habeck
